Nombre,Referencia interna,Código de barras,Categoría de producto,Coste,Precio de venta,Unidad SAT,Margen de Utilidad,Margen de Utilidad en %
PIJA CABEZA FIJADORA COMBINADA PUNTA AB GALVANIZADA 8x3/4,09-009-8X3/4,,EL TORNILLO,0.16,0.5,Pieza,0.3399999999999999,68.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 1/4x3/4,09-016-1/4X3/4,,EL TORNILLO,0.48,1.0,Pieza,0.52,52.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 10x1,09-016-10X1,,EL TORNILLO,0.39,1.0,Pieza,0.61,61.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 10x1-1/4,09-016-10X1-1/4,,EL TORNILLO,0.47,1.0,Pieza,0.53,53.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 10x1/2,09-016-10X1/2,,EL TORNILLO,0.29,1.0,Pieza,0.71,71.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 10x3/4,09-016-10X3/4,,EL TORNILLO,0.3,1.0,Pieza,0.7,70.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 10x5/8,09-016-10X5/8,,EL TORNILLO,0.42,1.0,Pieza,0.5800000000000001,58.00000000000001
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 12x1/2,09-016-12X1/2,,EL TORNILLO,0.42,1.0,Pieza,0.5800000000000001,58.00000000000001
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 6x1,09-016-6X1,,EL TORNILLO,0.18,0.5,Pieza,0.32,64.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 6x1/2,09-016-6X1/2,,EL TORNILLO,0.19,0.5,Pieza,0.31,62.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 6x3/4,09-016-6X3/4,,EL TORNILLO,0.21,0.5,Pieza,0.29,58.00000000000001
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 8x1,09-016-8X1,,EL TORNILLO,0.25,1.0,Pieza,0.75,75.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 8x1-1/2,09-016-8X1-1/2,,EL TORNILLO,0.44,1.0,Pieza,0.56,56.00000000000001
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 8x1-1/4,09-016-8X1-1/4,,EL TORNILLO,0.32,1.0,Pieza,0.6799999999999999,68.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 8x1/2,09-016-8X1/2,,EL TORNILLO,0.21,0.5,Pieza,0.29,58.00000000000001
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 8x2,09-016-8X2,,EL TORNILLO,0.48,1.0,Pieza,0.52,52.0
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 8x3/4,09-016-8X3/4,,EL TORNILLO,0.21,0.5,Pieza,0.29,58.00000000000001
PIJA CABEZA HEXAGONAL PUNTA AB GALVANIZADA 8x5/8,09-016-8X5/8,,EL TORNILLO,0.2,0.5,Pieza,0.3,60.0
PIJA CABEZA HEXAGONAL PUNTA DE BROCA GALVANIZADA 1/4x3/4,09-017-1/4X3/4,,EL TORNILLO,0.37,1.0,Pieza,0.63,63.0
PIJA CABEZA HEXAGONAL PUNTA DE BROCA GALVANIZADA 10x1,,,EL TORNILLO,0.28,0.36,Pieza,0.0799999999999999,22.22222222222221
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 10X11/2,09-023-10X1-1/2,,EL TORNILLO,0.31,1.0,Pieza,0.69,69.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 4X1/2,09-023-4x1/2,,EL TORNILLO,0.07,1.0,Pieza,0.93,93.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 6x1,,,EL TORNILLO,0.12,1.0,Pieza,0.88,88.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 6x3/4,,,EL TORNILLO,0.1,0.5,Pieza,0.4,80.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 6x5/8,,,EL TORNILLO,0.0,0.5,Pieza,0.5,100.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 8X1,09-023-8X1,,EL TORNILLO,0.17,0.5,Pieza,0.3299999999999999,65.99999999999999
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 8X1/2,09-023-8X1/2,,EL TORNILLO,0.11,0.5,Pieza,0.39,78.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 8X2,09-023-8X2,,EL TORNILLO,0.26,1.0,Pieza,0.74,74.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 8X3/4,09-023-8X3/4,,EL TORNILLO,0.15,0.5,Pieza,0.35,70.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 8X5/8,09-023-8x5/8,,EL TORNILLO,0.16,0.5,Pieza,0.3399999999999999,68.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 8x1-1/2,09-023-8x1-1/2,,EL TORNILLO,0.24,1.0,Pieza,0.76,76.0
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 8x1-1/4,09-023-8x1-1/4,,EL TORNILLO,0.22,0.5,Pieza,0.28,56.00000000000001
PIJA CABEZA PLANA PHILLIPS PUNTA AB GALVANIZADA 8x2-1/2,09-023-8X2-1/2,,EL TORNILLO,0.32,1.0,Pieza,0.6799999999999999,68.0
PIJA K-LATH PHILLIPS PUNTA DE BROCA 8X11/4,PKLPBG008032,,EL TORNILLO,0.26,0.5,Pieza,0.24,48.0
PIJA K-LATH PHILLIPS PUNTA DE BROCA GALVANIZADA 8X1,09-021-8X1,,EL TORNILLO,0.36,0.5,Pieza,0.14,28.000000000000004
PIJA K-LATH PHILLIPS PUNTA DE BROCA GALVANIZADA 8x1-1/2,09-021-8X1-1/2,,EL TORNILLO,0.26,0.5,Pieza,0.24,48.0
PIJA K-LATH PHILLIPS PUNTA DE BROCA GALVANIZADA 8x1/2,09-021-8x1/2,,EL TORNILLO,0.0,0.5,Pieza,0.5,100.0
PIJA K-LATH PHILLIPS PUNTA DE BROCA GALVANIZADA 8x2,09-021-8X2,,EL TORNILLO,0.39,1.0,Pieza,0.61,61.0
PIJA K-LATH PHILLIPS PUNTA DE BROCA GALVANIZADA 8x3/4,09-021-8X3/4,,EL TORNILLO,0.16,0.5,Pieza,0.3399999999999999,68.0
PIJA MULTIUSOS PARA MADERA COMBINADA CON NIBS NEGRA 8x1,09-003-8X1,,EL TORNILLO,0.13,0.5,Pieza,0.37,74.0
PIJA MULTIUSOS PARA MADERA COMBINADA CON NIBS NEGRA 8x1-1/2,09-003-8X1-1/2,,EL TORNILLO,0.31,1.0,Pieza,0.69,69.0
PIJA MULTIUSOS PARA MADERA COMBINADA CON NIBS NEGRA 8x1-3/4,09-003-8X1-3/4,,EL TORNILLO,0.34,1.0,Pieza,0.6599999999999999,65.99999999999999
PIJA MULTIUSOS PARA MADERA COMBINADA CON NIBS NEGRA 8x2,09-003-8X2,,EL TORNILLO,0.4,1.0,Pieza,0.6,60.0
PIJA MULTIUSOS PARA MADERA COMBINADA CON NIBS NEGRA 8x2-1/2,09-003-8X2-1/2,,EL TORNILLO,0.3,1.0,Pieza,0.7,70.0
PIJA MULTIUSOS PARA MADERA COMBINADA CON NIBS NEGRA 8x3,09-003-8X3,,EL TORNILLO,0.49,1.0,Pieza,0.51,51.0
PIJA MULTIUSOS PARA MADERA PHILLIPS CON NIBS NEGRA 8x1-1/4,09-002-8X1-1/4,,EL TORNILLO,0.16,0.5,Pieza,0.3399999999999999,68.0
PIJA MULTIUSOS PHILIPS NEG 14X2,PMPHSN356051,,EL TORNILLO,0.5,1.0,Pieza,0.5,50.0
PIJA MULTIUSOS PHILLIPS CON NIBS NEG 14X11/2,PMPNBN014038,,EL TORNILLO,0.45,1.0,Pieza,0.55,55.00000000000001
PIJA MULTIUSOS PHILLIPS GALVANIZADA 6x5/8,09-004-6X5/8,,EL TORNILLO,0.09,0.5,Pieza,0.41,82.0
PIJA MULTIUSOS PHILLIPS NEG 10X1,PMPHSN010025,,EL TORNILLO,0.14,0.5,Pieza,0.36,72.0
PIJA MULTIUSOS PHILLIPS NEG 10X11/2,PMPHSN010038,,EL TORNILLO,0.2,1.0,Pieza,0.8,80.0
PIJA MULTIUSOS PHILLIPS NEG 10X11/4,PMPHSN010032,,EL TORNILLO,0.21,1.0,Pieza,0.79,79.0
PIJA MULTIUSOS PHILLIPS NEG 10X3,PMPHSN010076,,EL TORNILLO,0.4,1.0,Pieza,0.6,60.0
PIJA MULTIUSOS PHILLIPS NEG 12X2,PMPHSN305051,,EL TORNILLO,0.42,1.0,Pieza,0.5800000000000001,58.00000000000001
PIJA MULTIUSOS PHILLIPS NEG 6X1,PMPHSN006025,,EL TORNILLO,0.09,1.0,Pieza,0.91,91.0
PIJA MULTIUSOS PHILLIPS NEG 6X1/2,PMPHSN006013,,EL TORNILLO,0.06,0.5,Pieza,0.44,88.0
PIJA MULTIUSOS PHILLIPS NEG 6X11/2,PMPHSN006038,,EL TORNILLO,0.12,0.5,Pieza,0.38,76.0
PIJA MULTIUSOS PHILLIPS NEG 6X11/4,PMPHSN006032,,EL TORNILLO,0.1,0.5,Pieza,0.4,80.0
PIJA MULTIUSOS PHILLIPS NEG 6X2,PMPHSN006051,,EL TORNILLO,0.16,0.5,Pieza,0.3399999999999999,68.0
PIJA MULTIUSOS PHILLIPS NEG 6X3/4,PMPHSN006019,,EL TORNILLO,0.07,0.5,Pieza,0.43,86.0
PIJA MULTIUSOS PHILLIPS NEG 8X1/2,PMPHSN008013,,EL TORNILLO,0.08,0.5,Pieza,0.42,84.0
PIJA MULTIUSOS PHILLIPS NEG 8X21/2,PMPHSN008064,,EL TORNILLO,0.25,0.5,Pieza,0.25,50.0
PIJA MULTIUSOS PHILLIPS NEG 8X3/4,PMPHSN008019,,EL TORNILLO,0.09,0.5,Pieza,0.41,82.0
PIJA MULTIUSOS PHILLIPS NEGRA 10x1,09-001-10X1,,EL TORNILLO,0.19,0.5,Pieza,0.31,62.0
PIJA MULTIUSOS PHILLIPS NEGRA 10x1-1/2,09-001-10X1-1/2,,EL TORNILLO,0.25,1.0,Pieza,0.75,75.0
PIJA MULTIUSOS PHILLIPS NEGRA 10x1-1/4,09-001-10X1-1/4,,EL TORNILLO,0.22,0.5,Pieza,0.28,56.00000000000001
PIJA MULTIUSOS PHILLIPS NEGRA 10x3,09-001-10X3,,EL TORNILLO,0.5700000000000001,1.0,Pieza,0.4299999999999999,42.99999999999999
PIJA MULTIUSOS PHILLIPS NEGRA 10x3/4,09-001-10X3/4,,EL TORNILLO,0.16,0.5,Pieza,0.3399999999999999,68.0
PIJA MULTIUSOS PHILLIPS NEGRA 12x1-1/4,09-001-12X1-1/4,,EL TORNILLO,0.46,1.0,Pieza,0.54,54.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x1,09-001-6X1,,EL TORNILLO,0.12,0.5,Pieza,0.38,76.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x1-1/2,09-001-6X1-1/2,,EL TORNILLO,0.19,0.5,Pieza,0.31,62.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x1-1/4,09-001-6X1-1/4,,EL TORNILLO,0.14,1.0,Pieza,0.86,86.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x1-3/4,09-001-6X1-3/4,,EL TORNILLO,0.24,1.0,Pieza,0.76,76.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x1-5/8,09-001-6X1-5/8,,EL TORNILLO,0.29,1.0,Pieza,0.71,71.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x1/2,09-001-6X1/2,,EL TORNILLO,0.06,0.5,Pieza,0.44,88.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x2,09-001-6X2,,EL TORNILLO,0.26,1.0,Pieza,0.74,74.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x3/4,09-001-6X3/4,,EL TORNILLO,0.08,0.5,Pieza,0.42,84.0
PIJA MULTIUSOS PHILLIPS NEGRA 6x5/8,09-001-6X5/8,,EL TORNILLO,0.09,0.5,Pieza,0.41,82.0
PIJA MULTIUSOS PHILLIPS NEGRA 8X1,09-001-8X1,,EL TORNILLO,0.11,0.5,Pieza,0.39,78.0
PIJA MULTIUSOS PHILLIPS NEGRA 8X1-1/2,09-001-8X1-1/2,,EL TORNILLO,0.19,1.0,Pieza,0.81,81.0
PIJA MULTIUSOS PHILLIPS NEGRA 8X3,09-001-8X3,,EL TORNILLO,0.31,1.0,Pieza,0.69,69.0
PIJA MULTIUSOS PHILLIPS NEGRA 8x1-1/4,09-001-8X1-1/4,,EL TORNILLO,0.16,0.5,Pieza,0.3399999999999999,68.0
PIJA MULTIUSOS PHILLIPS NEGRA 8x1-3/4,09-001-8X1-3/4,,EL TORNILLO,0.29,1.0,Pieza,0.71,71.0
PIJA MULTIUSOS PHILLIPS NEGRA 8x2,09-001-8X2,,EL TORNILLO,0.27,1.0,Pieza,0.73,73.0
PIJA MULTIUSOS PHILLIPS NEGRA 8x2-1/2,09-001-8X2-1/2,,EL TORNILLO,0.33,1.0,Pieza,0.6699999999999999,67.0
PIJA MULTIUSOS PHILLIPS NEGRA 8x3/4,09-001-8X3/4,,EL TORNILLO,0.11,0.5,Pieza,0.39,78.0
PIJA MULTIUSOS PHILLIPS NEGRA 8x5/8,09-001-8X5/8,,EL TORNILLO,0.11,0.5,Pieza,0.39,78.0
POLIFLEX NARANJA LIGERO 3/4 SIN GUIA (ROLLO 50M),,,All,0.0,1.0,Pieza,1.0,100.0
PROTECTO BOND CUBETA adhesivo para concreto 19 lts.,,,All,0.0,1.0,Pieza,1.0,100.0
"Prensa mini de hierro nodular de 50 mm 2"" Nodular Iron mini C-Clamp",,,Truper,0.0,1.0,,1.0,100.0
REMACHE DE CLAVO POP DE ALUMINIO AS410 1/8x5/8,19-001-410,,EL TORNILLO,0.38,1.0,Pieza,0.62,62.0
REMACHE DE CLAVO POP DE ALUMINIO AS44 1/8x1/4 L0.375,19-001-44,,EL TORNILLO,0.19,1.0,Pieza,0.81,81.0
REMACHE DE CLAVO POP DE ALUMINIO AS48 1/8x1/2 L0.625,19-001-48,,EL TORNILLO,0.25,1.0,Pieza,0.75,75.0
REMACHE DE CLAVO POP DE ALUMINIO AS56 5/32x3/8 L0.515,19-001-56,,EL TORNILLO,0.43,1.0,Pieza,0.5700000000000001,57.00000000000001
REMACHE DE CLAVO POP DE ALUMINIO AS58 5/32x1/2 L0.640,19-001-58,,EL TORNILLO,0.47,1.0,Pieza,0.53,53.0
RONDANA DE PRESION NC GALVANIZADA 1/2,03-013-1/2,,EL TORNILLO,0.5,1.0,Pieza,0.5,50.0
RONDANA DE PRESION NC GALVANIZADA 1/4,03-013-1/4,,EL TORNILLO,0.09,0.5,Pieza,0.41,82.0
RONDANA DE PRESION NC GALVANIZADA 3/16,,,All,0.09,0.5,Pieza,0.41,82.0
RONDANA DE PRESION NC GALVANIZADA 3/8,03-013-3/8,,EL TORNILLO,0.22,0.5,Pieza,0.28,56.00000000000001
RONDANA DE PRESION NC GALVANIZADA 5/16,03-013-5/16,,EL TORNILLO,0.16,0.5,Pieza,0.3399999999999999,68.0
RONDANA DE PRESION NC GALVANIZADA 7/16,03-013-7/16,,EL TORNILLO,0.31,1.0,Pieza,0.69,69.0
RONDANA PLANA G2 NC GALVANIZADA 1/4,03-002-1/4,,EL TORNILLO,0.19,0.5,Pieza,0.31,62.0
RONDANA PLANA G2 NC GALVANIZADA 1/8,03-002-1/8,,EL TORNILLO,0.09,0.5,Pieza,0.41,82.0
RONDANA PLANA G2 NC GALVANIZADA 3/16,03-002-3/16,,EL TORNILLO,0.19,0.5,Pieza,0.31,62.0
RONDANA PLANA G2 NC GALVANIZADA 5/32,03-002-5/32,,EL TORNILLO,0.11,0.5,Pieza,0.39,78.0
RONDANA PLANA G2 NC TROPICALIZADA 1/4,,,All,0.0,1.0,Pieza,1.0,100.0
RONDANA PLANA NEGRA MILIMÉTRICA 10,03-007-10,,EL TORNILLO,0.42,1.0,Pieza,0.5800000000000001,58.00000000000001
RONDANA PLANA NEGRA MILIMÉTRICA 8,03-007-8,,EL TORNILLO,0.2,0.5,Pieza,0.3,60.0
RONDANA PRESION NC NEGRA 1/2,,,All,0.29,1.0,Pieza,0.71,71.0
RONDANA PRESION NC NEGRA 1/4,,,All,0.02,0.5,Pieza,0.48,96.0
RONDANA PRESION NC NEGRA 1/8,,,All,0.02,0.5,Pieza,0.48,96.0
RONDANA PRESION NC NEGRA 3/16,,,All,0.02,0.5,Pieza,0.48,96.0
RONDANA PRESION NC NEGRA 3/8,,,All,0.13,0.5,Pieza,0.37,74.0
RONDANA PRESION NC NEGRA 5/16,,,All,0.08,0.5,Pieza,0.42,84.0
RONDANA PRESION NC NEGRA 532,,,All,0.02,0.5,Pieza,0.48,96.0
RONDANA PRESION NC NEGRA 7/16,,,All,0.21,0.5,Pieza,0.29,58.00000000000001
"Rafia color blanco, calibre 2.2 g/m, 1 m",,,Fiero,0.0,1.0,Pieza,1.0,100.0
"Repuesto para fusible de 30 A, Volteck, caja con 50 pzas",REP-FUS30,7501206664902,Volteck,0.35,1.0,Pieza,0.65,65.0
SERVICIO DE GRAVA,,,General,0.0,1.0,Unidad de servicio,1.0,100.0
SOLERA DE ACERO,,,All,0.0,1.0,,1.0,100.0
TAQUETE DE PLASTICO ANKER GRIS 1/4,10-001-1/4,,EL TORNILLO,0.42,1.0,Pieza,0.5800000000000001,58.00000000000001
TAQUETE DE PLASTICO ELPRO 1/4,10-003-1/4,,EL TORNILLO,0.4,1.0,Pieza,0.6,60.0
TAQUETE DE PLASTICO TIPO ANKER GRIS 3/16,10-001-3/16,,EL TORNILLO,0.34,1.0,Pieza,0.6599999999999999,65.99999999999999
TAQUETE PLASTICO ANKER GRIS LARGO1/4X11/2,TAQPLANKL063,,EL TORNILLO,0.18,1.0,Pieza,0.8200000000000001,82.0
TAQUETE PLASTICO TIPO ANKER GRIS 5/16,10-001-5/16,,EL TORNILLO,0.53,1.0,Pieza,0.47,47.0
TOPE 12 INOX,,,All,0.0,1.0,,1.0,100.0
TOR TUERCA SEG. INS. NYLON GALV. STD. 7/16 PZA,5305,,ABRAMEX,0.85,1.0,Pieza,0.15,15.000000000000002
TORNILLO ALLEN CABEZA PLANA MM PAV 3X10,APLMP0003010,,EL TORNILLO,0.35,1.0,Pieza,0.65,65.0
TORNILLO ALLEN CABEZA PLANA MM PAV 3X12,APLMP0003012,,EL TORNILLO,0.4,1.0,Pieza,0.6,60.0
TORNILLO ALLEN CABEZA PLANA MM PAV 3X16,APLMP0003016,,EL TORNILLO,0.22,0.5,Pieza,0.28,56.00000000000001
TORNILLO ALLEN CABEZA PLANA MM PAV 3X6,APLMP0003006,,EL TORNILLO,0.37,1.0,Pieza,0.63,63.0
TORNILLO ALLEN CABEZA PLANA MM PAV 3X8,APLMP0003008,,EL TORNILLO,0.38,1.0,Pieza,0.62,62.0
TORNILLO ALLEN CABEZA PLANA MM PAV 4X10,APLMP0004010,,EL TORNILLO,0.3,1.0,Pieza,0.7,70.0
TORNILLO ALLEN CABEZA PLANA MM PAV 4X12,APLMP0004012,,EL TORNILLO,0.36,1.0,Pieza,0.64,64.0
TORNILLO ALLEN CABEZA PLANA MM PAV 4X16,APLMP0004016,,EL TORNILLO,0.38,1.0,Pieza,0.62,62.0
TORNILLO ALLEN CABEZA PLANA MM PAV 4X20,APLMP0004020,,EL TORNILLO,0.44,1.0,Pieza,0.56,56.00000000000001
TORNILLO ALLEN CABEZA PLANA MM PAV 4X8,APLMP0004008,,EL TORNILLO,0.34,1.0,Pieza,0.6599999999999999,65.99999999999999
TORNILLO ALLEN CABEZA PLANA MM PAV 5X10,APLMP0005010,,EL TORNILLO,0.27,1.0,Pieza,0.73,73.0
TORNILLO ALLEN CABEZA PLANA MM PAV 5X12,APLMP0005012,,EL TORNILLO,0.32,1.0,Pieza,0.6799999999999999,68.0
TORNILLO ALLEN CABEZA PLANA MM PAV 5X16,APLMP0005016,,EL TORNILLO,0.32,1.0,Pieza,0.6799999999999999,68.0
TORNILLO ALLEN CABEZA PLANA MM PAV 5X20,APLMP0005020,,EL TORNILLO,0.39,1.0,Pieza,0.61,61.0
TORNILLO ALLEN CABEZA PLANA MM PAV 5X25,APLMP0005025,,EL TORNILLO,0.43,1.0,Pieza,0.5700000000000001,57.00000000000001
TORNILLO ALLEN CABEZA PLANA MM PAV 5X8,APLMP0005008,,EL TORNILLO,0.44,1.0,Pieza,0.56,56.00000000000001
TORNILLO ALLEN CABEZA PLANA MM PAV 6X10,APLMP0006010,,EL TORNILLO,0.3,1.0,Pieza,0.7,70.0
TORNILLO ALLEN CABEZA PLANA MM PAV 6X12,APLMP0006012,,EL TORNILLO,0.3,1.0,Pieza,0.7,70.0
